sp	long	lat	year	recordedByStandardized	recordNumberStandardized	source
Urera baccifera	-48.6	-15.57	1968	IRWIN	19113	gbif
Urera baccifera	-48.6	-15.57	1968	IRWIN	19122	gbif
Urera baccifera	-75.50693	4.978876	1968	ARBOLEDA		gbif
Urera baccifera	-70.765941	-8.297252	1968	PRANCE	7455	gbif
Urera baccifera	-84.233333	12.183333	1968	ATWOOD	489	gbif
Urera baccifera	-83.98	10.03	1967	WILLIAM	4161	gbif
Urera baccifera	-66.59	18.22305	1967	PFEIFER	2590	gbif
Urera baccifera	-79.25277	-0.9825	1967	SPARRE	17234	gbif
Urera baccifera	-85.0902777	-29.7058333	2009	L昼㹡CIA	8	jabot
Urera baccifera	-52.6133333	-9.6833333	2011	MILLIKEN	4229	jabot
Urera baccifera	-48.7155556	-15.6402777	2002	FONSECA	3307	jabot
Urera baccifera	-42.0719445	-22.9491666	2001	FONSECA-KRUEL	580	jabot
Urera baccifera	-49.1786111	-16.5797223	2005	MENDON攼㸷A	5897	jabot
Urera baccifera	-64.0583333	-9.0958333	2012	SANTOS	3571	jabot
Urera baccifera	-48.7155556	-15.6402777	2002	SILVA	5163	jabot
Urera baccifera	-41.0527778	-20.2527778	2016	SOBRAL	15811	jabot
Urera baccifera	-48.7808334	-27.6288889	2010	STIVAL-SANTOS	2939	jabot
Urera baccifera	-72.8333333	-3.5	1987	V攼㸱SQUEZ	9105	jabot
Urera baccifera	-39.0833333	-12.5333333	1980	CAVALO	406	jabot
Urera baccifera	-43.2333333	-22.5166667	1997	NETO	628	jabot
Urera baccifera	-43.2333333	-22.5166667	1998	QUINET	96	jabot
Urera baccifera	-40.9169445	-20.1766667	2006	FONTANA	2164	jabot
Urera baccifera	-36.4005556	-8.2022222	1999	OLIVEIRA	22	jabot
Urera baccifera	-72.5666667	-13.15	2003	VALENZUELA	1867	jabot
Urera baccifera	-52.3275	-24.1030556	2007	CAXAMBU	1328	jabot
Urera baccifera	-64.55	-10.3166667	2013	MEDEIROS	1224	jabot
Urera baccifera	-78.1980555	-4.5680556	1997	V攼㸱SQUEZ	24259	jabot
Urera baccifera	-54.8052778	-24.6316667	1994	ZARDINI	41920	jabot
Urera baccifera	-67.6708334	-28.7508333	2010	MEDEIROS	431	jabot
Urera baccifera	-47.4994444	-22.3552778	2001	UDULUTSCH	271	jabot
Urera baccifera	-46.4155556	-23.8488889	2012	MARTINS	382	jabot
Urera baccifera	-56.6758334	-20.9208334	2010	MARTINELLI	16853	jabot
Urera baccifera	-99.93333333	-34.6	2007	SASAKI	1487	kew
Urera baccifera	-99.93333333	-34.6	2007	SASAKI	1488	kew
Urera baccifera	-61.76666667	3.483333333	1987	MILLIKEN	549	kew
Urera baccifera	-84.5	13.67	1988	CAMPOS DE LA CRUZ	284	mobot
Urera baccifera	-77.6	-1.07	1979	PIPOLY	4877	mobot
Urera baccifera	-77.6	-1.07	1987	CERÓN MARTÍNEZ	1288	mobot
Urera baccifera	-84.4	13.67	1990	CERÓN MARTÍNEZ	8882	mobot
Urera baccifera	-78.65	0.03	1981	MORENO	8883	mobot
Urera baccifera	-85.92	11.78	1989	CERÓN MARTÍNEZ	5949	mobot
Urera baccifera	-72.6	-13.13	1980	MORENO	22	mobot
Urera baccifera	-75.97	-1.63	1980	BRANDBYGE	30414	mobot
Urera baccifera	-75.97	-1.63	1980	JARAMILLO ASANZA	30740	mobot
Urera baccifera	-75.97	-1.63	1980	JARAMILLO ASANZA	30766	mobot
Urera baccifera	-76.35	-0.25	1980	BRANDBYGE	31813	mobot
Urera baccifera	-84.08	14.07	1980	BRANDBYGE	32457	mobot
Urera baccifera	-75.87	-0.08	1977	SOLOMON	3350	mobot
Urera baccifera	-76.38	-0.52	1990	NÚÑEZ VARGAS	11866	mobot
Urera baccifera	-79.37	-0.35	1979	PIPOLY	3731	mobot
Urera baccifera	-76.37	-0.55	1980	ANDRADE	33173	mobot
Urera baccifera	-78.17	-3	1982	KVIST	40669	mobot
Urera baccifera	-76.37	-0.13	1985	KORNING	58658	mobot
Urera baccifera	-85.87	12.92	1989	CERÓN MARTÍNEZ	7877	mobot
Urera baccifera	-83.85	11.6	1989	VAN DER WERFF	11188	mobot
Urera baccifera	-75.78	-1.02	1990	CERÓN MARTÍNEZ	9541	mobot
Urera baccifera	-73.67	-3.92	1980	MORENO	167	mobot
Urera baccifera	-73.67	-3.92	1982	MORENO	14901	mobot
Urera baccifera	-73.67	-3.92	1988	CERÓN MARTÍNEZ	5071	mobot
Urera baccifera	-78.17	0.87	1989	VÁSQUEZ MARTÍNEZ	12228	mobot
Urera baccifera	-78.12	0.87	1989	VÁSQUEZ MARTÍNEZ	12241	mobot
Urera baccifera	-72.92	-4.13	1989	VÁSQUEZ MARTÍNEZ	12244	mobot
Urera baccifera	-72.83	-3.5	1993	BOYLE	1686	mobot
Urera baccifera	-77.58	0.05	1987	HOOVER	2222	mobot
Urera baccifera	-85.55	12.4	1981	VÁSQUEZ MARTÍNEZ	1803	mobot
Urera baccifera	-76.72	-0.47	1987	VÁSQUEZ MARTÍNEZ	9105	mobot
Urera baccifera	-72.83	-3.5	1990	CERÓN MARTÍNEZ	9885	mobot
Urera baccifera	-73.25	-3.58	1980	MORENO	238	mobot
Urera baccifera	-73.08	-3.5	1982	BALSLEV	2798	mobot
Urera baccifera	-84.82	13.65	1986	VÁSQUEZ MARTÍNEZ	7835	mobot
Urera baccifera	-73.5	-4.17	1991	VÁSQUEZ MARTÍNEZ	16924	mobot
Urera baccifera	-72.83	-3.5	1979	PIPOLY	4359	mobot
Urera baccifera	-85.77	13.72	1985	VÁSQUEZ MARTÍNEZ	6592	mobot
Urera baccifera	-73.5	-4.17	1980	MORENO	434	mobot
Urera baccifera	-78.78	-0.2	1984	VÁSQUEZ MARTÍNEZ	5152	mobot
Urera baccifera	-86.27	13.37	1980	ARAQUISTAIN	1823	mobot
Urera baccifera	-85.85	13.57	1991	VÁSQUEZ MARTÍNEZ	17267	mobot
Urera baccifera	-86.13	11.97	1981	MORENO	8009	mobot
Urera baccifera	-75.79	-9.17	1980	ARAQUISTAIN	1905	mobot
Urera baccifera	-83	22.83	1989	VÁSQUEZ MARTÍNEZ	11932	mobot
Urera baccifera	-73.42	-3.8	1980	MORENO	362	mobot
Urera baccifera	-76.08	-0.87	1977	GENTRY	18734	mobot
Urera baccifera	-77.67	-0.72	1977	GENTRY	18824	mobot
Urera baccifera	-86.37	13.03	1990	GENTRY	71371	mobot
Urera baccifera	-76.33	-2.85	1988	COELLO H.	108	mobot
Urera baccifera	-85.93	11.78	1988	HURTADO	987	mobot
Urera baccifera	-76.67	5.67	1981	MORENO	8148	mobot
Urera baccifera	-86.08	13.73	1980	ARAQUISTAIN	2009	mobot
Urera baccifera	-75.68	-9.07	1982	VÁSQUEZ MARTÍNEZ	3101	mobot
Urera baccifera	-85.62	11.57	1981	YOUNG	396	mobot
Urera baccifera	-72.83	-3.5	1982	MORENO	15976	mobot
Urera baccifera	-83.58	8.5	1982	JUNCOSA	534	mobot
Urera baccifera	-83.55	8.45	1981	MORENO	8311	mobot
Urera baccifera	-72.83	-3.5	1981	SANDINO	570	mobot
Urera baccifera	-76.67	-7.68	1990	PIPOLY	12471	mobot
Urera baccifera	-76.67	-7.92	1988	KERNAN	328	mobot
Urera baccifera	-86.13	13.77	1980	ARAQUISTAIN	2235	mobot
Urera baccifera	-77.68	-7.83	1990	PIPOLY	12438	mobot
Urera baccifera	-79.08	9.45	1984	CROAT	58005	mobot
Urera baccifera	-84.88	13.76	1981	MORENO	8419	mobot
Urera baccifera	-77.7	-1.03	1984	CROAT	58051	mobot
Urera baccifera	-69.3	-12.82	1980	ARAQUISTAIN	2285	mobot
Urera baccifera	-69.3	-12.82	1984	CROAT	58078	mobot
Urera baccifera	-83.56	10.41	1986	DE NEVERS	6896	mobot
Urera baccifera	-77.67	-0.67	1982	ORTÍZ	333	mobot
Urera baccifera	-78.67	-5.9	1988	DÍAZ SANTIBÁÑEZ	3069	mobot
Urera baccifera	-77.58	-0.67	1984	CROAT	58893	mobot
Urera baccifera	-67.32	-16.58	1991	DÍAZ SANTIBÁÑEZ	4546	mobot
Urera baccifera	-57.15	-25.9	1990	REYNEL RODRÍGUEZ	5005	mobot
Urera baccifera	-56.33	-25.8	1990	REYNEL RODRÍGUEZ	5019	mobot
Urera baccifera	-57.15	-25.9	1987	ROBLES GONZÁLEZ	1119	mobot
Urera baccifera	-67.22	-16.78	1987	ZAK	3156	mobot
Urera baccifera	-67.45	-16.62	1979	DOMÍNGUEZ PEÑA	17	mobot
Urera baccifera	-56.25	-25.92	1988	ZAK	3742	mobot
Urera baccifera	-67.33	-16.67	1991	LEWIS	40556	mobot
Urera baccifera	-57.15	-25.9	1989	ZARDINI	12933	mobot
Urera baccifera	-67.32	-16.68	1989	ZARDINI	15033	mobot
Urera baccifera	-57.15	-25.9	1989	ZARDINI	12976	mobot
Urera baccifera	-57.15	-25.9	1988	LEWIS	88922	mobot
Urera baccifera	-57.45	-25.67	1990	LEWIS	37207	mobot
Urera baccifera	-57.13	-25.87	1988	ZARDINI	8887	mobot
Urera baccifera	-76.33	-2.33	1991	LEWIS	40667	mobot
Urera baccifera	-56.25	-25.92	1988	ZARDINI	4757	mobot
Urera baccifera	-57.15	-25.9	1991	LEWIS	40264	mobot
Urera baccifera	-56.25	-25.92	1988	ZARDINI	4799	mobot
Urera baccifera	-70.25	-3.78	1988	ZARDINI	6894	mobot
Urera baccifera	-57.13	-25.87	1992	ZARDINI	33457	mobot
Urera baccifera	-70.25	-3.78	1992	ZARDINI	29668	mobot
Urera baccifera	-75.37	9.5	1986	LEWIS	12583	mobot
Urera baccifera	-57.13	-25.87	1989	ZARDINI	11085	mobot
Urera baccifera	-57.13	-25.87	1988	ZARDINI	4872	mobot
Urera baccifera	-84.18	10.26	1989	ZARDINI	11095	mobot
Urera baccifera	-56.83	-26.05	1991	RUDAS LLERAS	2882	mobot
Urera baccifera	-76.92	-2.83	1992	ZARDINI	29748	mobot
Urera baccifera	-75.83	-2.5	1991	RUDAS LLERAS	3073	mobot
Urera baccifera	-57.13	-25.87	1989	GENTRY	68194	mobot
Urera baccifera	-57.15	-25.9	1992	ZARDINI	29749	mobot
Urera baccifera	-76.92	-2.83	1992	ZARDINI	29750	mobot
Urera baccifera	-57.13	-25.87	1987	CROAT	68307	mobot
Urera baccifera	-56.77	-26.07	1988	ZARDINI	4936	mobot
Urera baccifera	-71.85	-3.32	2006	LEWIS	13306	mobot
Urera baccifera	-75.83	-3.25	1987	LEWIS	12677	mobot
Urera baccifera	-76.92	3.75	1992	ZARDINI	29858	mobot
Urera baccifera	-85.83	12.97	2006	LEWIS	13355	mobot
Urera baccifera	-76.42	-2.92	1992	ZARDINI	29866	mobot
Urera baccifera	-75.83	-3.25	1991	ZARDINI	27815	mobot
Urera baccifera	-56.25	-25.92	1976	REVILLA CARDENAS	915	mobot
Urera baccifera	-86.13	12.02	1986	LEWIS	10861	mobot
Urera baccifera	-75.58	-2.67	1990	CROAT	70423	mobot
Urera baccifera	-57.15	-25.22	1972	CROAT	17444	mobot
Urera baccifera	-56.25	-25.75	1982	SANDINO	2736	mobot
Urera baccifera	-56.67	-25.25	1986	LEWIS	11562	mobot
Urera baccifera	-56.25	-25.75	1985	LEWIS	10327	mobot
Urera baccifera	-77.67	-0.67	1982	SANDINO	2543	mobot
Urera baccifera	-57.15	-25.9	1987	LEWIS	12852	mobot
Urera baccifera	-77.8	-1.85	1988	ZARDINI	5130	mobot
Urera baccifera	-76.33	-3.33	1972	CROAT	19392	mobot
Urera baccifera	-57.15	-25.9	1989	ZARDINI	13417	mobot
Urera baccifera	-57.13	-25.92	1990	ZARDINI	21700	mobot
Urera baccifera	-76.92	-2.83	1989	ZARDINI	13436	mobot
Urera baccifera	-56.25	-25.92	1972	CROAT	20781	mobot
Urera baccifera	-76.92	-2.83	1988	GENTRY	64039	mobot
Urera baccifera	-56.25	-25.92	1989	ZARDINI	9311	mobot
Urera baccifera	-57.15	-25.9	1988	LEWIS	14188	mobot
Urera baccifera	-56.17	-25.92	1986	LEWIS	11789	mobot
Urera baccifera	-66.17	0.82	1988	ZARDINI	5234	mobot
Urera baccifera	-56.78	-26.1	1992	ZARDINI	30085	mobot
Urera baccifera	-56.25	-25.92	1989	ZARDINI	11525	mobot
Urera baccifera	-75.79	-9.17	1986	LEWIS	11844	mobot
Urera baccifera	-57.47	-25.67	1989	ZARDINI	11534	mobot
Urera baccifera	-57.25	-25.13	1988	ZARDINI	5347	mobot
Urera baccifera	-72.8	-3.47	1989	ZARDINI	13718	mobot
Urera baccifera	-56.25	-25.92	1984	GENTRY	46544	mobot
Urera baccifera	-57.17	-25.42	1989	ZARDINI	15834	mobot
Urera baccifera	-66.15	0.83	1977	SCHUNKE VIGO	9699	mobot
Urera baccifera	-74.97	-9.52	1989	ZARDINI	9681	mobot
Urera baccifera	-74.38	-10.75	1976	SCHUNKE VIGO	9220	mobot
Urera baccifera	-56.17	-25.83	1991	ZARDINI	28320	mobot
Urera baccifera	-57.15	-26.9	1990	ZARDINI	20058	mobot
Urera baccifera	-56.83	-26.05	1989	ZARDINI	9805	mobot
Urera baccifera	-57.17	-26.87	1984	LIESNER	15979	mobot
Urera baccifera	-57.15	-26.9	1982	SMITH	1275	mobot
Urera baccifera	-57.13	-25.87	1984	SMITH	6794	mobot
Urera baccifera	-47.13	-22.83	1989	ZARDINI	13993	mobot
Urera baccifera	-60.7	-14.63	1988	ZARDINI	5726	mobot
Urera baccifera	-77.88	1.1	1992	ZARDINI	32642	mobot
Urera baccifera	-56.25	-25.92	1992	ZARDINI	32656	mobot
Urera baccifera	-75.23	-10.2	1989	ZARDINI	16204	mobot
Urera baccifera	-56.33	-25.8	1988	ZARDINI	5857	mobot
Urera baccifera	-56.83	-26.05	1992	ZARDINI	30757	mobot
Urera baccifera	-56.25	-25.92	1985	GENTRY	49166	mobot
Urera baccifera	-57.15	-26.9	1991	GENTRY	75615	mobot
Urera baccifera	-78.88	-5.42	1990	CROAT	71342	mobot
Urera baccifera	-84.56	9.75	1989	ZARDINI	12156	mobot
Urera baccifera	-56.25	-25.92	1987	ZARDINI	3898	mobot
Urera baccifera	-78.67	-4.33	1989	ZARDINI	14288	mobot
Urera baccifera	-78.67	-4.33	1989	ZARDINI	10156	mobot
Urera baccifera	-80.62	-4.15	1988	ZARDINI	8085	mobot
Urera baccifera	-57.15	-25.9	1988	ZARDINI	6073	mobot
Urera baccifera	-57.15	-25.22	1988	GENTRY	60452	mobot
Urera baccifera	-64.77	-17	1990	ZÚÑIGA VILLEGAS	346	mobot
Urera baccifera	-76.5	6.67	1989	ZARDINI	12358	mobot
Urera baccifera	-56.25	-25.92	1993	GENTRY	79585	mobot
Urera baccifera	-57.53	-27.4	1994	VAN DER WERFF	13002	mobot
Urera baccifera	-56.25	-25.92	1994	VAN DER WERFF	13028	mobot
Urera baccifera	-57.15	-25.9	1987	GENTRY	58281	mobot
Urera baccifera	-57.15	-25.9	1988	ZARDINI	8290	mobot
Urera baccifera	-57.15	-25.9	1988	ZARDINI	6222	mobot
Urera baccifera	-79.08	-0.65	1989	SMITH	12932	mobot
Urera baccifera	-56.25	-25.48	1992	GENTRY	76013	mobot
Urera baccifera	-57.15	-25.9	1988	ZARDINI	4244	mobot
Urera baccifera	-76.23	4.33	1988	ZARDINI	8421	mobot
Urera baccifera	-84.61	10.24	1990	ZARDINI	18779	mobot
Urera baccifera	-76.1	5.98	1988	ZARDINI	8432	mobot
Urera baccifera	-46.08	-22.87	1989	ZARDINI	12757	mobot
Urera baccifera	-69.05	-12.48	1989	ZARDINI	12759	mobot
Urera baccifera	-87.43	15.5	1989	ZARDINI	12785	mobot
Urera baccifera	-78.62	0.12	1992	CROAT	73730	mobot
Urera baccifera	-76.98	-0.43	1993	ZARDINI	37183	mobot
Urera baccifera	-76.5	-0.78	1988	ZARDINI	6600	mobot
Urera baccifera	-64.53	-22.2	1986	GENTRY	54145	mobot
Urera baccifera	-64.48	-22.37	1986	HERRERA CHACÓN	360	mobot
Urera baccifera	-75	-8.67	1987	ZARUCCHI	6076	mobot
Urera baccifera	-73.05	-3.5	1987	GENTRY	58742	mobot
Urera baccifera	-84.74	10.31	1991	TIMANÁ	1596	mobot
Urera baccifera	-84.8	10.3	1990	GENTRY	69938	mobot
Urera baccifera	-68.02	-16.05	1985	ZARUMA	31	mobot
Urera baccifera	-56.08	-22.67	1993	AULESTIA	532	mobot
Urera baccifera	-72.8	-3.47	1978	FROEHNER	219	mobot
Urera baccifera	-72.83	-3.37	1982	SOLOMON	7345	mobot
Urera baccifera	-85.3	12.87	1989	GENTRY	65814	mobot
Urera baccifera	-77.6	-0.72	1984	HABER	793	mobot
Urera baccifera	-76.47	-2.8	1986	HABER	6403	mobot
Urera baccifera	-84.78	10.28	1988	HABER	8447	mobot
Urera baccifera	-77.97	1.17	1983	SOLOMON	10833	mobot
Urera baccifera	-86.85	15.7	1984	HAHN	2479	mobot
Urera baccifera	-83.58	8.72	1982	HAMILTON	1452	mobot
Urera baccifera	-88.67	15.69	1993	GENTRY	80035	mobot
Urera baccifera	-88.67	15.69	1981	GENTRY	31340	mobot
Urera baccifera	-83.67	10.67	1982	GENTRY	36592	mobot
Urera baccifera	-66.23	18.4	1984	MORENO	24124	mobot
Urera baccifera	-66.23	18.4	1989	ALVARADO	107	mobot
Urera baccifera	-80.26	-3.84	1979	ARONSON	762	mobot
Urera baccifera	-79.37	-0.58	1987	BENAVIDES	9045	mobot
Urera baccifera	-70.25	-3.7	1993	LIESNER	26275	mobot
Urera baccifera	-77.67	-3.83	1991	LOBO CABEZAS	60	mobot
Urera baccifera	-69.28	-12.82	1988	STEVENS	25612	mobot
Urera baccifera	-56.83	-26.05	1987	STEVENS	25070	mobot
Urera baccifera	-78.28	0.87	1980	SOLOMON	5756	mobot
Urera baccifera	-67.37	-16.53	1980	SOLOMON	5757	mobot
Urera baccifera	-83.58	8.46	1987	BRANT	1658	mobot
Urera baccifera	-78.16	-4.46	1980	HUASHIKAT	2272	mobot
Urera baccifera	-78.32	-4.92	1989	AGUAYO	79	mobot
Urera baccifera	-77.02	-0.33	1987	HOOVER	2115	mobot
Urera baccifera	-60.4	-14.81	1989	LEWIS	36957	mobot
Urera baccifera	-62.47	-16.62	1992	ZARDINI	30386	mobot
Urera baccifera	-61.5	-14.55	1993	AGUILAR FERNÁNDEZ	2485	mobot
Urera baccifera	-61.03	-14.76	1992	MORALES QUIRÓS	922	mobot
Urera baccifera	-78.16	-4.45	1973	ANCUASH ATSUT	1	mobot
Urera baccifera	-78.16	-4.45	1973	ANCUASH ATSUT	251	mobot
Urera baccifera	-78.3	-4.85	1978	ANCUASH ATSUT	1087	mobot
Urera baccifera	-78.13	-4.65	1978	ANCUASH ATSUT	1416	mobot
Urera baccifera	-78.18	-4.43	1994	JARAMILLO	196	mobot
Urera baccifera	-78.32	-4.92	1985	NEILL	6306	mobot
Urera baccifera	-78.32	-4.92	1993	KILLEEN	5029	mobot
Urera baccifera	-78.16	-4.46	1991	MOSTACEDO C.	13	mobot
Urera baccifera	-78.16	-4.45	1994	GUILLÉN VILLARROEL	1329	mobot
Urera baccifera	-54.81	-25.63	1974	BERLIN	1956	mobot
Urera baccifera	-54.81	-25.63	1995	HODGES	252	mobot
Urera baccifera	-54.81	-25.63	1973	KAYAP	340	mobot
Urera baccifera	-61.85	-16.52	1973	KAYAP	359	mobot
Urera baccifera	-61.85	-16.52	1973	KAYAP	512	mobot
Urera baccifera	-61.85	-16.52	1973	KAYAP	531	mobot
Urera baccifera	-63.51	-20.45	1973	KAYAP	778	mobot
Urera baccifera	-54.81	-25.64	1974	KAYAP	1204	mobot
Urera baccifera	-54.81	-25.64	1974	KAYAP	1344	mobot
Urera baccifera	-78.32	-4.92	1978	ZARUCCHI	2388	mobot
Urera baccifera	-78.32	-4.92	1976	DAVIS	441	mobot
Urera baccifera	-78.43	-2.6	1994	ZARDINI	41788	mobot
Urera baccifera	-78.45	-2.63	1994	ZARDINI	41867	mobot
Urera baccifera	-76.43	-0.5	1994	ZARDINI	41920	mobot
Urera baccifera	-79.73	0.35	1995	DÍAZ SANTIBÁÑEZ	7594	mobot
Urera baccifera	-77.38	-0.87	1995	MAMANI M.	479	mobot
Urera baccifera	-80.13	-2.17	1995	MAMANI M.	624	mobot
Urera baccifera	-54.8	-25.63	1995	MAMANI M.	650	mobot
Urera baccifera	-54.8	-25.63	1994	JARDIM	1516	mobot
Urera baccifera	-54.81	-25.63	1990	DEVIA ALVAREZ	2990	mobot
Urera baccifera	-54.81	-25.63	1995	GUILLÉN VILLARROEL	3665	mobot
Urera baccifera	-90.91	16.12	1994	ZARDINI	41948	mobot
Urera baccifera	-79.78	9.2	1994	ZARDINI	41949	mobot
Urera baccifera	-105.33	20.83	1995	JARAMILLO	619	mobot
Urera baccifera	-80.96	8.78	1995	ZARDINI	42921	mobot
Urera baccifera	-89.09	16.17	1995	ZARDINI	43400	mobot
Urera baccifera	-78.18	0.83	1991	CERÓN MARTÍNEZ	14092	mobot
Urera baccifera	-84.06	14.04	1991	CERÓN MARTÍNEZ	14225	mobot
Urera baccifera	-54.8	-25.63	1995	CLARK	1005	mobot
Urera baccifera	-56.16	-22.67	1996	VARGAS LÓPEZ	882	mobot
Urera baccifera	-79.18	-4.98	1995	CLARK	1572	mobot
Urera baccifera	-61.87	-16.58	1995	ZARDINI	43786	mobot
Urera baccifera	-60.75	-14.51	1995	ZARDINI	43803	mobot
Urera baccifera	-61.2	-14.58	1995	ZARDINI	43898	mobot
Urera baccifera	-59.67	-17.33	1995	ZARDINI	43926	mobot
Urera baccifera	-78.23	-4.58	1986	SINACA COLÍN	1115	mobot
Urera baccifera	-56.02	-23.77	1982	SCHMALZEL	1034	mobot
Urera baccifera	-84.6	14.37	1989	FLORES FRANCO	904	mobot
Urera baccifera	-74.67	-5.21	1967	LEWIS	3046	mobot
Urera baccifera	-78.43	-5.03	1978	HAMMEL	5201	mobot
Urera baccifera	-78.43	-5.04	1979	WHITEFOORD	1613	mobot
Urera baccifera	-78.41	-5.06	1968	KIRKBRIDE	424	mobot
Urera baccifera	-78.41	-5.03	1994	TIRADO	1183	mobot
Urera baccifera	-77.6	-0.65	1978	STEVENS	8700	mobot
Urera baccifera	-77.6	-0.65	1996	ZARDINI	44663	mobot
Urera baccifera	-78.43	-5.03	1981	DODSON	11382	mobot
Urera baccifera	-77.68	-5.67	1997	CAMPOS DE LA CRUZ	3275	mobot
Urera baccifera	-84.37	11.6	1995	ABBOTT	16312	mobot
Urera baccifera	-78	-4.44	1997	JIMÉNEZ	1225	mobot
Urera baccifera	-79.17	-4.97	1997	JIMÉNEZ	1397	mobot
Urera baccifera	-78.23	-4.58	1997	MAMANI M.	1461	mobot
Urera baccifera	-78.21	-4.62	1997	RODRÍGUEZ R.	1548	mobot
Urera baccifera	-78.21	-4.62	1996	ZARDINI	45384	mobot
Urera baccifera	-72.92	-4.12	1996	RUEDA	5031	mobot
Urera baccifera	-78.2	-4.57	1993	DEL CARPIO	2316	mobot
Urera baccifera	-77.55	0.45	1997	ALVAREZ	1935	mobot
Urera baccifera	-55.48	-25.54	1998	VAN DER WERFF	15481	mobot
Urera baccifera	-55.53	-24.13	1978	STEVENS	6429	mobot
Urera baccifera	-78.75	-5.25	1997	RODRÍGUEZ R.	1611	mobot
Urera baccifera	-78.92	-5.13	1997	VÁSQUEZ MARTÍNEZ	22487	mobot
Urera baccifera	-62.88	-16.33	1997	VÁSQUEZ MARTÍNEZ	22654	mobot
Urera baccifera	-84.98	13.78	1997	VÁSQUEZ MARTÍNEZ	22671	mobot
Urera baccifera	-80.88	-1.05	1997	VÁSQUEZ MARTÍNEZ	23370	mobot
Urera baccifera	-72.83	-3.47	1997	VÁSQUEZ MARTÍNEZ	24259	mobot
Urera baccifera	-55.53	-24.13	1978	STEVENS	6601	mobot
Urera baccifera	-55.53	-24.13	1997	ZARDINI	47309	mobot
Urera baccifera	-86.12	11.98	1997	ZARDINI	47343	mobot
Urera baccifera	-86.12	11.98	1979	STEVENS	12413	mobot
Urera baccifera	-55.77	-26.29	1998	ZARDINI	48430	mobot
Urera baccifera	-80.88	-1.05	1979	STEVENS	12993	mobot
Urera baccifera	-78.63	0.03	1998	AGUIRRE	67	mobot
Urera baccifera	-77.48	-0.82	1998	AGUIRRE	279	mobot
Urera baccifera	-78.63	0.03	1985	MARTÍNEZ SALAS	10890	mobot
Urera baccifera	-74.97	-8.85	1998	ZARDINI	48974	mobot
Urera baccifera	-78.18	0.93	1998	ZARDINI	49300	mobot
Urera baccifera	-63.07	-17.77	1997	CAMPOS DE LA CRUZ	3876	mobot
Urera baccifera	-62	-16.42	1997	CAMPOS DE LA CRUZ	4138	mobot
Urera baccifera	-63.67	-17.47	1997	CAMPOS DE LA CRUZ	4305	mobot
Urera baccifera	-67.92	-15.23	1994	HALLOY	3499	mobot
Urera baccifera	-64.23	-17.78	1999	RUEDA	10554	mobot
Urera baccifera	-65.85	-18.24	1999	QUISHPE B.	145	mobot
Urera baccifera	-79.7	-1.27	1980	STEVENS	16867	mobot
Urera baccifera	-74.75	6	1980	STEVENS	16944	mobot
Urera baccifera	-74.75	6	1999	ZARDINI	53221	mobot
Urera baccifera	-74.75	6	1999	DÁVILA	111	mobot
Urera baccifera	-72.9	-3.26	1999	NICOLALDE-MOREJÓN	340	mobot
Urera baccifera	-62.84	-17.64	1999	VARGAS LÓPEZ	3610	mobot
Urera baccifera	-76.19	-1.02	1999	VARGAS LÓPEZ	3647	mobot
Urera baccifera	-63.78	-18.17	1999	CEDENO	35	mobot
Urera baccifera	-63.47	-18.13	1979	GENTRY	25446	mobot
Urera baccifera	-62.82	-17.62	1979	GENTRY	25459	mobot
Urera baccifera	-76.33	-6.5	1987	NEE	33999	mobot
Urera baccifera	-72.8	-3.47	1987	KILLEEN	2364	mobot
Urera baccifera	-74.5	-5.03	1988	EHRICH	429	mobot
Urera baccifera	-78.68	-5.32	1991	NEE	40814	mobot
Urera baccifera	-78.9	-5.01	1983	KRAPOVICKAS	39230	mobot
Urera baccifera	-77.1	-6.08	1990	DALY	6620	mobot
Urera baccifera	-57.15	-23.58	1993	VARGAS CABALLERO	2193	mobot
Urera baccifera	-63.87	-18.03	1989	NAESSANY	59	mobot
Urera baccifera	-80.57	-1.5	1989	NAESSANY	59	mobot
Urera baccifera	-79.6	-2.4	1987	KILLEEN	2411	mobot
Urera baccifera	-62.47	-19.27	1987	RAMÍREZ ARANGO	1413	mobot
Urera baccifera	-77.67	-1.07	1982	GENTRY	37231	mobot
Urera baccifera	-84.23	12.18	1994	NEE	44825	mobot
Urera baccifera	-77.99	-1.62	1998	NEE	48213	mobot
Urera baccifera	-77.96	-2.35	1998	NEE	48297	mobot
Urera baccifera	-77.96	-2.35	1998	NEE	48465	mobot
Urera baccifera	-78.17	-2.38	1988	NEE	37380	mobot
Urera baccifera	-61.333333	3.366667	1987	MILLIKEN	549	splink
Urera baccifera	-46.766667	-19	1994	CECCANTINI	311	splink
Urera baccifera	-44.015167	-19.477194	2006	CECCANTINI	2811	splink
Urera baccifera	-44.015167	-19.477194	2006	CECCANTINI	3031	splink
Urera baccifera	-48.953333	-26.454361	2008	MELO	769	splink
Urera baccifera	-61.766667	3.483333	1987	MILLIKEN	549	splink
Urera baccifera	-49.217778	-24.320278	1997	CHUNG	149	splink
Urera baccifera	-49.217778	-24.320278	1997	CHUNG	149	splink
Urera baccifera	-49.076944	-24.335278	1997	TOREZAN	603	splink
Urera baccifera	-49.160833	-24.274444	1997	ELIAS	54	splink
Urera baccifera	-22.6908	-43.7211	2013	SOUZA	35860	splink
